ITEM-ID	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
10011-1             	T-80-FRONTPLATE          	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/6/2001	      	0	0	0
10011-2             	T-80-ROD                 	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/6/2001	      	0	0	0
10011-A             	T-80-BACKPLATE           	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/6/2001	      	0	0	0
10011-B             	T-80-STRIKER WELD        	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/6/2001	      	0	0	0
10014               	LATCH BRKT OLD #9140-1569	                         	      	                    	FGIN	ARE            	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/22/2002	      	0	5	0
1002 HARDWARE KIT   	KIT INCLUDES HDW FOR UNIT	ADD'L HDW W/BRACKET KIT  	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	6/23/1992	      	0	0	1
1002-01             	W/A: CROSSMEMBER ASSEMBLY	REV-03                   	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	7/8/1991	      	0	0	1
1002-01A            	CROSSMEMBER              	REV-03                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-01B            	ANGLE BRACKET R.H.       	REV-02                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-01C            	ANGLE BRACKET L.H.       	REV-02                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-01D            	TORQUE ARM CLEVIS        	REV-02                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-05             	SHOCK ADJ. PLATE ASSEMBLY	REV-03                   	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-13             	W/A: WC TOP PLATE ASS'Y. 	REV-02                   	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	7/8/1991	      	0	0	1
1002-13A            	WCS TOP PLATE            	REV-03                   	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-13D            	TOP AIR SPRING BRACKET   	REV-01                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-13G            	VALVE ROD MOUNT          	REV-01                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-14             	VALVE LEVER              	REV-01                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-24A            	WCS FRAME ANGLE BRACKET  	REV-04                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-24AB KIT       	C.O.S. ANGLE BRACKET KIT 	COIL OVER SHOCK          	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	11/11/1991	      	0	0	1
1002-24B            	WCS FRAME ANGLE BRACKET  	REV-04                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/23/1991	      	0	0	1
1002-24C            	WCS FRAME ANGLE BRACKET  	REV-04                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/3/1991	      	0	0	1
1002-24CD KIT       	ANGLE BRACKET KIT        	DOGBN/DONUT & FACTORY AIR	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	Y	 	M	 	 	 	        	11/11/1991	      	0	0	1
1002-24D            	WCS FRAME ANGLE BRACKET  	REV-04                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	AC 	Y	 	 	 	N	 	M	 	 	 	        	7/23/1991	      	0	0	1
1004040             	SEAT AY LH               	REV C                    	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/9/1988	        	LB    	0	5	1
1004042             	BKT ASSY                 	B                        	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/9/1988	        	LB    	0	5	1
1004043             	"SEAT,ENGINE REAR SUPT.   "	REV C                    	      	                    	PART	FINISHED GOODSS	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/18/1997	      	0	0	0
1006-021            	CADDY BASKET FRAME SUB   	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/18/1999	      	0	0	0
1006-022            	CADDY BASKET SCREEN      	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/18/1999	      	0	0	0
1006-023            	"ROD,HANDLE               "	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/18/1999	      	0.5	0	0
1006-1              	"FRAME,CADDY BASKET       "	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/18/1999	      	0	0	0
1006-2              	"FRAME,CADDY BASKET       "	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/18/1999	      	0	0	0
101-1331            	GUARD                    	REV 00                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/26/2003	      	11.18	0	0
1012-FF1            	UPPER SUPPORT-HYD.FAN MTR	REV                      	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/25/1997	      	0	0	0
1012-FF1-A          	SUPPORT                  	REV                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/25/1997	      	0	0	0
1012-FF1-B          	GUSSET                   	REV                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/25/1997	      	0	0	0
10124               	BLADDER DECK WRENCH      	REV 2-SAME AS N.P.600128 	      	                    	FGIN	NEW PIG CORP   	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/24/1997	      	0	0	0
1013-FF1            	LOWER SUPPORT-HYD.FAN MTR	REV                      	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/25/1997	      	0	0	0
1013-FF1-A          	SUPPORT                  	REV                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/25/1997	      	0	0	0
1013281-10          	FLAPPER FORMED ROD       	A10                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/5/2002	      	0	0	0
1013281-11          	FLAPPER BRKT             	A10                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/5/2002	      	0	0	0
1013281-13          	FLAPPER BUSHING          	A10                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/5/2002	      	0	0	0
1013281-8           	FLAPPER DISC             	A10                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/5/2002	      	0	0	0
1013281-A           	FLAPPER WELD ASSY        	A10                      	      	                    	FGIN	NORDSON        	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/5/2002	      	0	0	0
1015415             	DUCT BOOTH TO CYCLONE    	11250 CFM TWIN REV A05   	      	                    	FGIN	NORDSON        	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	12/13/2001	3/13/2002	      	0	3.33	0
1015415-1           	TOP PANEL                	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-10          	DUCT-LOWER               	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-11          	DOOR PANEL-INNER         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-12          	DOOR PANEL-OUTER         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-13          	DOOR RIB                 	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-14          	HINGE PLATE-DUCT         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-15          	HINGE PLATE-DOOR         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-16          	HINGE ROD                	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-17          	LATCH PLATE              	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-18          	DOOR RIB-VERTICAL        	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-19          	LATCH PLATE-DUCT         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-2           	UPPER DUCT               	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-20          	HINGE ROD COLLAR         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-3           	FLANGE                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-4           	UPPER CLOSEOUT           	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-5           	HINGE ROD WELDMENT       	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-6           	TOP FLANGE               	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-7           	BOTTOM FLANGE            	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-8           	DOOR GUIDE               	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1015415-9           	FLANGE-MIDDLE            	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/8/2002	      	0	0	0
1019161             	PLENUM EXTRACTION DUCT   	REV A04                  	      	                    	FGIN	NORDSON        	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	4/4/2002	4/7/2002	      	0	3.16	0
1019161-A           	SIDE PANEL/SHOWN         	REV A04                  	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	5/14/2002	      	0	0	0
